Period,Period Moving Avg,Season,Temp C,temp real C,Time,Weather,Wind kph,Wind Speed Kph,Count,F1,Humidity Percent,Is Holiday,Is Weekend,temp feels like C
01-02-2015,07-02-2015,winter,2.4,4.0,07-02-2015 23:00:00,Scattered clouds,6.9,9.0,322,838,0.87,0,1,1.5
01-02-2015,08-02-2015,winter,2.4,4.0,08-02-2015 00:00:00,Broken clouds,6.9,8.0,336,839,0.87,0,1,2
01-02-2015,08-02-2015,winter,4.9,5.0,08-02-2015 01:00:00,Cloudy,10.3,11.0,233,840,0.81,0,1,2
01-02-2015,08-02-2015,winter,4.9,5.0,08-02-2015 02:00:00,Broken clouds,6.9,10.0,197,841,0.785,0,1,2.5
01-02-2015,08-02-2015,winter,2.4,4.0,08-02-2015 03:00:00,Broken clouds,10.3,11.0,133,842,0.81,0,1,1
01-02-2015,08-02-2015,winter,4.9,5.0,08-02-2015 04:00:00,Scattered clouds,13.7,14.0,97,843,0.76,0,1,2
01-02-2015,08-02-2015,winter,2.4,4.0,08-02-2015 05:00:00,Clear,6.9,9.0,66,844,0.81,0,1,1.5
01-02-2015,08-02-2015,winter,2.4,4.0,08-02-2015 06:00:00,Scattered clouds,6.9,7.0,55,845,0.81,0,1,2
01-02-2015,08-02-2015,winter,2.4,4.0,08-02-2015 07:00:00,Broken clouds,6.9,9.0,93,846,0.81,0,1,1.5
01-02-2015,08-02-2015,winter,2.4,4.0,08-02-2015 08:00:00,Cloudy,6.9,7.0,230,847,0.81,0,1,2
01-02-2015,08-02-2015,winter,2.4,4.5,08-02-2015 09:00:00,Scattered clouds,6.9,9.0,480,848,0.785,0,1,2
01-02-2015,08-02-2015,winter,4.9,5.5,08-02-2015 10:00:00,Scattered clouds,10.3,13.0,893,849,0.785,0,1,2.5
01-02-2015,08-02-2015,winter,4.9,7.0,08-02-2015 11:00:00,Scattered clouds,10.3,13.0,1153,850,0.71,0,1,4.5
01-02-2015,08-02-2015,winter,4.9,7.0,08-02-2015 12:00:00,Scattered clouds,10.3,13.0,1471,851,0.71,0,1,5
01-02-2015,08-02-2015,winter,7.3,7.5,08-02-2015 13:00:00,Scattered clouds,10.3,11.0,1663,852,0.685,0,1,5.5
01-02-2015,08-02-2015,winter,7.3,8.0,08-02-2015 14:00:00,Scattered clouds,10.3,11.0,1824,853,0.66,0,1,6
01-02-2015,08-02-2015,winter,7.3,8.0,08-02-2015 15:00:00,Scattered clouds,10.3,11.0,1765,854,0.62,0,1,6
01-02-2015,08-02-2015,winter,7.3,7.5,08-02-2015 16:00:00,Scattered clouds,3.4,6.5,1502,855,0.665,0,1,6.5
01-02-2015,08-02-2015,winter,4.9,6.5,08-02-2015 17:00:00,Clear,3.4,5.5,1119,856,0.71,0,1,5.5
01-02-2015,08-02-2015,winter,4.9,6.0,08-02-2015 18:00:00,Clear,3.4,5.0,806,857,0.76,0,1,5.5
01-02-2015,08-02-2015,winter,4.9,5.0,08-02-2015 19:00:00,Clear,10.3,11.0,510,858,0.785,0,1,2.5
01-02-2015,08-02-2015,winter,4.9,5.0,08-02-2015 20:00:00,Clear,6.9,10.0,388,859,0.785,0,1,2.5
01-02-2015,08-02-2015,winter,4.9,5.0,08-02-2015 21:00:00,Clear,13.7,14.0,334,860,0.785,0,1,2
01-02-2015,08-02-2015,winter,2.4,4.5,08-02-2015 22:00:00,Clear,10.3,13.0,246,861,0.785,0,1,1.5
01-02-2015,08-02-2015,winter,2.4,4.5,08-02-2015 23:00:00,Clear,13.7,14.0,184,862,0.785,0,1,1.5
01-02-2015,09-02-2015,winter,2.4,3.0,09-02-2015 00:00:00,Scattered clouds,13.7,16.5,122,863,0.87,0,0,-1
01-02-2015,09-02-2015,winter,2.4,2.5,09-02-2015 01:00:00,Scattered clouds,10.3,11.0,50,864,0.9,0,0,-0.5
01-02-2015,09-02-2015,winter,2.4,4.0,09-02-2015 02:00:00,Broken clouds,13.7,16.0,36,865,0.87,0,0,0.5
01-02-2015,09-02-2015,winter,2.4,4.0,09-02-2015 03:00:00,Broken clouds,10.3,11.0,21,866,0.87,0,0,1
01-02-2015,09-02-2015,winter,2.4,4.5,09-02-2015 04:00:00,Cloudy,10.3,13.0,39,867,0.87,0,0,1.5
01-02-2015,09-02-2015,winter,4.9,5.0,09-02-2015 05:00:00,Cloudy,6.9,10.0,79,868,0.87,0,0,2.5
01-02-2015,09-02-2015,winter,4.9,5.0,09-02-2015 06:00:00,Cloudy,3.4,6.5,479,869,0.87,0,0,3.5
01-02-2015,09-02-2015,winter,4.9,5.0,09-02-2015 07:00:00,Broken clouds,10.3,11.0,1730,870,0.87,0,0,2
01-02-2015,09-02-2015,winter,4.9,5.0,09-02-2015 08:00:00,Cloudy,3.4,6.5,3721,871,0.87,0,0,3.5
01-02-2015,09-02-2015,winter,4.9,5.0,09-02-2015 09:00:00,Cloudy,6.9,10.0,1729,872,0.87,0,0,2.5
01-02-2015,09-02-2015,winter,4.9,6.0,09-02-2015 10:00:00,Broken clouds,10.3,11.0,773,873,0.81,0,0,3.5
01-02-2015,09-02-2015,winter,4.9,7.0,09-02-2015 11:00:00,Scattered clouds,13.7,14.0,736,874,0.76,0,0,4.5
01-02-2015,09-02-2015,winter,7.3,8.0,09-02-2015 12:00:00,Scattered clouds,13.7,14.0,993,875,0.71,0,0,5.5
01-02-2015,09-02-2015,winter,7.3,8.5,09-02-2015 13:00:00,Scattered clouds,10.3,11.0,1003,876,0.685,0,0,7
01-02-2015,09-02-2015,winter,7.3,9.0,09-02-2015 14:00:00,Scattered clouds,10.3,11.0,921,877,0.66,0,0,7
01-02-2015,09-02-2015,winter,7.3,9.5,09-02-2015 15:00:00,Scattered clouds,6.9,9.0,980,878,0.64,0,0,8.5
01-02-2015,09-02-2015,winter,7.3,9.5,09-02-2015 16:00:00,Scattered clouds,6.9,7.0,1431,879,0.64,0,0,8.5
01-02-2015,09-02-2015,winter,7.3,8.5,09-02-2015 17:00:00,Scattered clouds,3.4,6.0,2850,880,0.685,0,0,7.5
01-02-2015,09-02-2015,winter,4.9,6.5,09-02-2015 18:00:00,Clear,3.4,5.0,2577,881,0.785,0,0,6
01-02-2015,09-02-2015,winter,4.9,6.0,09-02-2015 19:00:00,Scattered clouds,3.4,5.0,1482,882,0.81,0,0,5.5
01-02-2015,09-02-2015,winter,4.9,5.0,09-02-2015 20:00:00,Scattered clouds,6.9,7.5,880,883,0.87,0,0,3.5
01-02-2015,09-02-2015,winter,2.4,4.0,09-02-2015 21:00:00,Scattered clouds,3.4,5.0,604,884,0.9,0,0,3.5
01-02-2015,09-02-2015,winter,2.4,3.0,09-02-2015 22:00:00,Scattered clouds,0.0,2.0,410,885,0.93,0,0,3
01-02-2015,09-02-2015,winter,2.4,3.5,09-02-2015 23:00:00,Cloudy,0.0,2.0,212,886,0.93,0,0,3.5
01-02-2015,10-02-2015,winter,2.4,3.5,10-02-2015 00:00:00,Cloudy,0.0,3.0,128,887,0.93,0,0,3
01-02-2015,10-02-2015,winter,2.4,4.0,10-02-2015 01:00:00,Cloudy,3.4,4.0,58,888,0.93,0,0,4
01-02-2015,10-02-2015,winter,2.4,4.0,10-02-2015 02:00:00,Cloudy,3.4,5.0,47,889,0.93,0,0,3.5
01-02-2015,10-02-2015,winter,2.4,4.0,10-02-2015 03:00:00,Cloudy,3.4,4.0,21,890,0.93,0,0,4
01-02-2015,10-02-2015,winter,2.4,4.0,10-02-2015 04:00:00,Cloudy,0.0,2.0,35,891,0.93,0,0,4
01-02-2015,10-02-2015,winter,2.4,4.5,10-02-2015 05:00:00,Cloudy,0.0,2.0,105,892,0.9,0,0,4.5
01-02-2015,10-02-2015,winter,2.4,4.5,10-02-2015 06:00:00,Cloudy,0.0,2.0,552,893,0.9,0,0,4.5
01-02-2015,10-02-2015,winter,4.9,5.0,10-02-2015 07:00:00,Cloudy,3.4,6.0,1911,894,0.87,0,0,4
01-02-2015,10-02-2015,winter,4.9,5.0,10-02-2015 08:00:00,Cloudy,3.4,5.0,3788,895,0.87,0,0,4.5
01-02-2015,10-02-2015,winter,4.9,5.5,10-02-2015 09:00:00,Cloudy,6.9,7.5,1918,896,0.815,0,0,4
01-02-2015,10-02-2015,winter,4.9,6.0,10-02-2015 10:00:00,Cloudy,6.9,9.0,855,897,0.735,0,0,4
01-02-2015,10-02-2015,winter,4.9,6.5,10-02-2015 11:00:00,Broken clouds,3.4,6.5,719,898,0.685,0,0,5
01-02-2015,10-02-2015,winter,4.9,7.0,10-02-2015 12:00:00,Cloudy,0.0,3.0,933,899,0.66,0,0,6.5
01-02-2015,10-02-2015,winter,4.9,7.0,10-02-2015 13:00:00,Scattered clouds,0.0,2.0,954,900,0.66,0,0,7
01-02-2015,10-02-2015,winter,4.9,7.0,10-02-2015 14:00:00,Broken clouds,3.4,5.0,876,901,0.685,0,0,6.5
01-02-2015,10-02-2015,winter,4.9,7.0,10-02-2015 15:00:00,Broken clouds,6.9,7.0,955,902,0.685,0,0,6
01-02-2015,10-02-2015,winter,4.9,6.5,10-02-2015 16:00:00,Broken clouds,6.9,9.0,1386,903,0.71,0,0,4.5
01-02-2015,10-02-2015,winter,4.9,6.5,10-02-2015 17:00:00,Broken clouds,6.9,10.0,2671,904,0.71,0,0,4.5
01-02-2015,10-02-2015,winter,4.9,6.0,10-02-2015 18:00:00,Cloudy,10.3,12.0,2586,905,0.76,0,0,3.5
01-02-2015,10-02-2015,winter,4.9,6.0,10-02-2015 19:00:00,Broken clouds,10.3,11.0,1453,906,0.76,0,0,4
01-02-2015,10-02-2015,winter,4.9,6.0,10-02-2015 20:00:00,Broken clouds,6.9,9.0,861,907,0.76,0,0,4
01-02-2015,10-02-2015,winter,4.9,6.0,10-02-2015 22:00:00,Cloudy,13.7,14.0,464,908,0.735,0,0,3
01-02-2015,10-02-2015,winter,4.9,5.0,10-02-2015 23:00:00,Cloudy,10.3,11.0,283,909,0.76,0,0,2
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 00:00:00,Cloudy,10.3,12.0,134,910,0.785,0,0,2
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 01:00:00,Cloudy,6.9,9.0,61,911,0.76,0,0,3
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 02:00:00,Cloudy,6.9,10.0,44,912,0.81,0,0,2.5
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 03:00:00,Cloudy,10.3,11.0,38,913,0.81,0,0,2
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 04:00:00,Cloudy,6.9,9.0,25,914,0.81,0,0,3
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 05:00:00,Cloudy,6.9,9.0,81,915,0.81,0,0,2.5
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 06:00:00,Broken clouds,6.9,8.0,519,916,0.785,0,0,3
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 07:00:00,Broken clouds,6.9,8.0,1796,917,0.81,0,0,3
01-02-2015,11-02-2015,winter,4.9,5.5,11-02-2015 08:00:00,Broken clouds,6.9,8.0,3671,918,0.785,0,0,3.5
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 09:00:00,Broken clouds,6.9,8.0,1840,919,0.81,0,0,3
01-02-2015,11-02-2015,winter,4.9,5.5,11-02-2015 10:00:00,Cloudy,6.9,9.0,841,920,0.735,0,0,3
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 11:00:00,Broken clouds,6.9,7.0,698,921,0.785,0,0,3
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 12:00:00,Broken clouds,6.9,7.0,924,922,0.76,0,0,3
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 13:00:00,Broken clouds,3.4,5.0,899,923,0.76,0,0,4.5
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 14:00:00,Cloudy,0.0,2.0,805,924,0.76,0,0,5
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 15:00:00,Cloudy,0.0,3.0,898,925,0.76,0,0,4.5
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 16:00:00,Cloudy,3.4,6.0,1347,926,0.76,0,0,4
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 17:00:00,Cloudy,6.9,7.0,2575,927,0.76,0,0,3
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 18:00:00,Cloudy,6.9,7.0,2441,928,0.76,0,0,3
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 19:00:00,Cloudy,3.4,6.5,1473,929,0.73,0,0,3.5
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 20:00:00,Cloudy,3.4,6.5,884,930,0.76,0,0,3.5
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 21:00:00,Cloudy,6.9,7.0,748,931,0.76,0,0,3
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 22:00:00,Cloudy,6.9,7.5,595,932,0.76,0,0,3.5
01-02-2015,11-02-2015,winter,4.9,5.0,11-02-2015 23:00:00,Cloudy,10.3,11.0,343,933,0.76,0,0,2
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 00:00:00,Cloudy,6.9,7.0,201,934,0.75,0,0,2
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 01:00:00,Cloudy,3.4,6.5,91,935,0.75,0,0,2.5
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 02:00:00,Cloudy,3.4,5.0,63,936,0.75,0,0,3.5
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 03:00:00,Cloudy,6.9,7.0,42,937,0.75,0,0,2
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 04:00:00,Cloudy,3.4,6.0,51,938,0.75,0,0,3
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 05:00:00,Cloudy,3.4,6.0,100,939,0.75,0,0,3
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 06:00:00,Broken clouds,6.9,7.0,525,940,0.725,0,0,2
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 07:00:00,Cloudy,3.4,6.5,1825,941,0.7,0,0,3
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 08:00:00,Broken clouds,3.4,6.0,3729,942,0.725,0,0,3
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 09:00:00,Cloudy,0.0,2.0,1849,943,0.7,0,0,4
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 10:00:00,Cloudy,3.4,5.0,781,944,0.725,0,0,3.5
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 11:00:00,Broken clouds,3.4,5.0,692,945,0.75,0,0,3.5
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 12:00:00,Cloudy,3.4,6.0,894,946,0.75,0,0,3
01-02-2015,12-02-2015,winter,2.4,4.5,12-02-2015 13:00:00,Broken clouds,3.4,6.5,890,947,0.725,0,0,3
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 14:00:00,Cloudy,6.9,9.0,806,948,0.75,0,0,2
01-02-2015,12-02-2015,winter,2.4,4.5,12-02-2015 15:00:00,Cloudy,6.9,9.0,828,949,0.725,0,0,2.5
01-02-2015,12-02-2015,winter,4.9,5.0,12-02-2015 16:00:00,Cloudy,10.3,12.0,1234,950,0.66,0,0,2
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 17:00:00,Cloudy,6.9,10.0,2423,951,0.7,0,0,1.5
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 18:00:00,Cloudy,6.9,10.0,2434,952,0.7,0,0,1.5
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 19:00:00,Cloudy,10.3,11.0,1350,953,0.7,0,0,1
01-02-2015,12-02-2015,winter,2.4,4.0,12-02-2015 20:00:00,Cloudy,3.4,6.0,911,954,0.7,0,0,3
01-02-2015,12-02-2015,winter,2.4,3.5,12-02-2015 21:00:00,Scattered clouds,6.9,8.0,637,955,0.725,0,0,1
01-02-2015,12-02-2015,winter,2.4,3.0,12-02-2015 22:00:00,Scattered clouds,3.4,6.5,492,956,0.78,0,0,1.5
01-02-2015,12-02-2015,winter,2.4,3.0,12-02-2015 23:00:00,Broken clouds,6.9,10.0,379,957,0.81,0,0,0
01-02-2015,13-02-2015,winter,2.4,2.5,13-02-2015 00:00:00,Scattered clouds,10.3,11.0,218,958,0.87,0,0,-1
01-02-2015,13-02-2015,winter,2.4,3.5,13-02-2015 01:00:00,Scattered clouds,3.4,6.5,114,959,0.84,0,0,2
01-02-2015,13-02-2015,winter,2.4,4.0,13-02-2015 02:00:00,Rain,13.7,14.0,74,960,0.87,0,0,1
01-02-2015,13-02-2015,winter,4.9,5.0,13-02-2015 03:00:00,Rain,10.3,13.0,37,961,0.87,0,0,2
01-02-2015,13-02-2015,winter,4.9,5.0,13-02-2015 04:00:00,Clear,13.7,15.0,43,962,0.93,0,0,2
01-02-2015,13-02-2015,winter,4.9,6.0,13-02-2015 05:00:00,Rain,17.2,19.0,81,963,0.87,0,0,3
01-02-2015,13-02-2015,winter,4.9,6.0,13-02-2015 06:00:00,Rain,17.2,18.5,407,964,0.87,0,0,2.5
01-02-2015,13-02-2015,winter,4.9,6.5,13-02-2015 07:00:00,Broken clouds,17.2,19.0,1450,965,0.87,0,0,3.5
01-02-2015,13-02-2015,winter,7.3,7.5,13-02-2015 08:00:00,Broken clouds,17.2,19.5,3205,966,0.845,0,0,4.5
01-02-2015,13-02-2015,winter,7.3,8.0,13-02-2015 09:00:00,Broken clouds,17.2,18.5,1743,967,0.82,0,0,5
01-02-2015,13-02-2015,winter,7.3,8.0,13-02-2015 10:00:00,Broken clouds,17.2,19.5,864,968,0.82,0,0,5
01-02-2015,13-02-2015,winter,7.3,9.0,13-02-2015 11:00:00,Broken clouds,20.6,23.0,777,969,0.76,0,0,6
01-02-2015,13-02-2015,winter,7.3,9.0,13-02-2015 12:00:00,Broken clouds,20.6,22.0,971,970,0.76,0,0,6
01-02-2015,13-02-2015,winter,7.3,8.5,13-02-2015 13:00:00,Rain,24.0,26.0,580,971,0.79,0,0,5
01-02-2015,13-02-2015,winter,7.3,8.0,13-02-2015 14:00:00,Rain,20.6,23.0,418,972,0.845,0,0,4.5
01-02-2015,13-02-2015,winter,7.3,8.0,13-02-2015 15:00:00,Rain,24.0,25.0,408,973,0.87,0,0,4
01-02-2015,13-02-2015,winter,7.3,9.0,13-02-2015 16:00:00,Rain,17.2,18.0,979,974,0.82,0,0,6
01-02-2015,13-02-2015,winter,7.3,9.0,13-02-2015 17:00:00,Broken clouds,13.7,17.0,2008,975,0.82,0,0,6.5
01-02-2015,13-02-2015,winter,7.3,8.5,13-02-2015 18:00:00,Rain,20.6,21.0,1274,976,0.845,0,0,5.5
01-02-2015,13-02-2015,winter,4.9,7.0,13-02-2015 19:00:00,Rain,20.6,24.0,657,977,0.84,0,0,3.5
01-02-2015,13-02-2015,winter,7.3,7.5,13-02-2015 20:00:00,Scattered clouds,10.3,13.0,540,978,0.845,0,0,5.5
01-02-2015,13-02-2015,winter,7.3,8.0,13-02-2015 21:00:00,Rain,13.7,15.0,388,979,0.82,0,0,5
01-02-2015,13-02-2015,winter,4.9,7.0,13-02-2015 22:00:00,Rain,10.3,13.0,276,980,0.87,0,0,5
01-02-2015,13-02-2015,winter,4.9,7.0,13-02-2015 23:00:00,Rain,13.7,14.0,187,981,0.93,0,0,4.5
01-02-2015,14-02-2015,winter,7.3,8.0,14-02-2015 00:00:00,Rain,13.7,15.0,175,982,0.87,0,1,5.5
01-02-2015,14-02-2015,winter,4.9,7.0,14-02-2015 01:00:00,Rain,6.9,8.0,150,983,0.87,0,1,5.5
01-02-2015,14-02-2015,winter,4.9,7.0,14-02-2015 02:00:00,Rain,10.3,11.0,160,984,0.9,0,1,5
01-02-2015,14-02-2015,winter,4.9,7.0,14-02-2015 03:00:00,Scattered clouds,13.7,17.0,116,985,0.87,0,1,4
01-02-2015,14-02-2015,winter,4.9,6.5,14-02-2015 04:00:00,Scattered clouds,6.9,10.0,83,986,0.84,0,1,4.5
01-02-2015,14-02-2015,winter,4.9,6.0,14-02-2015 05:00:00,Rain,6.9,7.5,52,987,0.87,0,1,4.5
01-02-2015,14-02-2015,winter,4.9,6.0,14-02-2015 06:00:00,Rain,3.4,6.0,85,988,0.87,0,1,5
01-02-2015,14-02-2015,winter,4.9,6.0,14-02-2015 07:00:00,Broken clouds,3.4,5.0,147,989,0.965,0,1,5.5
01-02-2015,14-02-2015,winter,4.9,7.0,14-02-2015 08:00:00,Scattered clouds,6.9,10.0,366,990,0.93,0,1,5.5
01-02-2015,14-02-2015,winter,4.9,7.0,14-02-2015 09:00:00,Scattered clouds,6.9,10.0,633,991,0.93,0,1,5
01-02-2015,14-02-2015,winter,7.3,7.5,14-02-2015 10:00:00,Broken clouds,13.7,15.0,931,992,0.9,0,1,5
01-02-2015,14-02-2015,winter,7.3,8.0,14-02-2015 11:00:00,Broken clouds,17.2,19.5,1212,993,0.87,0,1,5
01-02-2015,14-02-2015,winter,7.3,8.0,14-02-2015 12:00:00,Broken clouds,17.2,18.0,1475,994,0.87,0,1,5
01-02-2015,14-02-2015,winter,7.3,8.5,14-02-2015 13:00:00,Rain,13.7,14.0,1385,995,0.845,0,1,6
01-02-2015,14-02-2015,winter,7.3,8.0,14-02-2015 14:00:00,Cloudy,13.7,15.0,1117,996,0.87,0,1,5
01-02-2015,14-02-2015,winter,7.3,8.0,14-02-2015 15:00:00,Cloudy,13.7,15.0,1217,997,0.87,0,1,5
01-02-2015,14-02-2015,winter,7.3,8.0,14-02-2015 16:00:00,Broken clouds,13.7,15.0,1131,998,0.87,0,1,5
01-02-2015,14-02-2015,winter,7.3,8.0,14-02-2015 17:00:00,Scattered clouds,13.7,16.0,1041,999,0.87,0,1,5
01-11-2016,08-11-2016,autumn,2.4,3.0,08-11-2016 08:00:00,Broken clouds,10.3,13.0,4188,16055,0.81,0,0,-0.5
01-11-2016,08-11-2016,autumn,2.4,3.0,08-11-2016 01:00:00,Broken clouds,6.9,9.0,20,16048,0.87,0,0,0
01-11-2016,11-11-2016,autumn,4.9,6.0,11-11-2016 03:00:00,Broken clouds,13.7,16.0,58,16122,0.81,0,0,3
01-10-2015,26-10-2015,autumn,4.9,6.5,26-10-2015 02:00:00,Broken clouds,10.3,12.0,70,7050,0.93,0,0,4
01-11-2016,28-11-2016,autumn,4.9,7.0,28-11-2016 06:00:00,Broken clouds,10.3,13.0,577,16532,0.735,0,0,4.5
01-11-2016,11-11-2016,autumn,4.9,7.0,11-11-2016 00:00:00,Broken clouds,13.7,14.0,147,16119,0.785,0,0,4.5
01-11-2016,21-11-2016,autumn,4.9,7.0,21-11-2016 06:00:00,Broken clouds,10.3,11.0,448,16364,0.93,0,0,5
01-11-2016,23-11-2016,autumn,4.9,7.0,23-11-2016 06:00:00,Broken clouds,3.4,5.0,650,16412,0.9,0,0,6.5
01-11-2016,23-11-2016,autumn,4.9,7.0,23-11-2016 05:00:00,Broken clouds,3.4,5.0,111,16411,0.93,0,0,6.5
01-11-2016,09-11-2016,autumn,7.3,7.5,09-11-2016 22:00:00,Broken clouds,17.2,20.0,466,16093,0.845,0,0,4.5
01-10-2016,11-10-2016,autumn,7.3,7.5,11-10-2016 04:00:00,Broken clouds,3.4,6.0,47,15380,0.9,0,0,6.5
01-11-2016,23-11-2016,autumn,7.3,7.5,23-11-2016 02:00:00,Broken clouds,0.0,0.0,64,16408,0.9,0,0,7.5
01-11-2015,25-11-2015,autumn,7.3,8.0,25-11-2015 01:00:00,Broken clouds,13.7,16.0,95,7761,0.87,0,0,5
01-11-2016,10-11-2016,autumn,7.3,8.0,10-11-2016 21:00:00,Broken clouds,17.2,18.0,602,16116,0.76,0,0,5
01-11-2015,24-11-2015,autumn,7.3,8.0,24-11-2015 22:00:00,Broken clouds,17.2,18.5,501,7758,0.82,0,0,5
01-11-2015,25-11-2015,autumn,7.3,8.0,25-11-2015 00:00:00,Broken clouds,17.2,19.5,169,7760,0.87,0,0,5
01-11-2016,21-11-2016,autumn,7.3,8.0,21-11-2016 07:00:00,Broken clouds,10.3,13.0,1511,16365,0.93,0,0,5.5
01-11-2016,28-11-2016,autumn,7.3,8.0,28-11-2016 05:00:00,Broken clouds,13.7,14.0,131,16531,0.64,0,0,5.5
01-10-2015,26-10-2015,autumn,7.3,8.0,26-10-2015 03:00:00,Broken clouds,10.3,12.0,42,7051,0.93,0,0,6
01-10-2016,11-10-2016,autumn,7.3,8.0,11-10-2016 05:00:00,Broken clouds,3.4,6.0,136,15381,0.87,0,0,7
01-11-2015,26-11-2015,autumn,7.3,8.0,26-11-2015 05:00:00,Broken clouds,0.0,2.0,94,7789,0.87,0,0,8
01-11-2015,26-11-2015,autumn,7.3,8.0,26-11-2015 06:00:00,Broken clouds,0.0,2.0,509,7790,0.93,0,0,8
01-11-2016,09-11-2016,autumn,7.3,8.5,09-11-2016 13:00:00,Broken clouds,24.0,25.0,826,16084,0.765,0,0,5
01-11-2015,25-11-2015,autumn,7.3,8.5,25-11-2015 03:00:00,Broken clouds,17.2,18.0,19,7763,0.79,0,0,5.5
01-11-2016,07-11-2016,autumn,7.3,8.5,07-11-2016 12:00:00,Broken clouds,17.2,19.0,445,16035,0.685,0,0,5.5
01-11-2015,25-11-2015,autumn,7.3,8.5,25-11-2015 06:00:00,Broken clouds,20.6,23.0,550,7766,0.815,0,0,5.5
01-10-2015,26-10-2015,autumn,7.3,8.5,26-10-2015 05:00:00,Broken clouds,10.3,13.0,121,7053,0.935,0,0,6.5
01-11-2016,01-11-2016,autumn,7.3,8.5,01-11-2016 23:00:00,Broken clouds,3.4,6.5,353,15902,0.735,0,0,7.5
01-11-2016,17-11-2016,autumn,7.3,9.0,17-11-2016 06:00:00,Broken clouds,17.2,18.0,639,16268,0.735,0,0,6
01-11-2016,07-11-2016,autumn,7.3,9.0,07-11-2016 13:00:00,Broken clouds,17.2,19.0,472,16036,0.66,0,0,6
01-11-2016,07-11-2016,autumn,7.3,9.0,07-11-2016 11:00:00,Broken clouds,17.2,19.5,558,16034,0.66,0,0,6
01-11-2015,24-11-2015,autumn,7.3,9.0,24-11-2015 21:00:00,Broken clouds,17.2,19.5,626,7757,0.79,0,0,6
01-11-2015,24-11-2015,autumn,7.3,9.0,24-11-2015 14:00:00,Broken clouds,17.2,20.0,622,7750,0.82,0,0,6
01-11-2016,09-11-2016,autumn,7.3,9.0,09-11-2016 15:00:00,Broken clouds,17.2,20.5,944,16086,0.76,0,0,6
01-11-2016,09-11-2016,autumn,7.3,9.0,09-11-2016 16:00:00,Broken clouds,20.6,21.0,1431,16087,0.735,0,0,6
01-11-2015,24-11-2015,autumn,7.3,9.0,24-11-2015 15:00:00,Broken clouds,20.6,21.0,840,7751,0.82,0,0,6
01-11-2015,24-11-2015,autumn,7.3,9.0,24-11-2015 16:00:00,Broken clouds,20.6,21.0,1207,7752,0.82,0,0,6
01-11-2016,09-11-2016,autumn,7.3,9.0,09-11-2016 14:00:00,Broken clouds,24.0,25.0,774,16085,0.71,0,0,6
01-10-2015,14-10-2015,autumn,7.3,9.0,14-10-2015 01:00:00,Broken clouds,10.3,11.0,130,6762,0.76,0,0,7
01-10-2016,13-10-2016,autumn,7.3,9.0,13-10-2016 06:00:00,Broken clouds,10.3,12.0,632,15430,0.87,0,0,7
01-10-2015,26-10-2015,autumn,7.3,9.0,26-10-2015 06:00:00,Broken clouds,10.3,12.0,642,7054,0.94,0,0,7
01-10-2015,13-10-2015,autumn,7.3,9.0,13-10-2015 02:00:00,Broken clouds,10.3,13.0,63,6745,0.87,0,0,7
